title,tags
Chappie,chappie child come world surroundingssome good badand rely heart make Crime  Action  Science Fiction buena actuales media NeillBlomkamp SharltoCopley
Taken 3,exgovernment operative bryan life shattered unique brand set killer track Thriller  Action buena actuales corta OlivierMegaton LiamNeeson
Blackhat,dangerous search lead chicago hong released prison help american chinese Crime  Drama  Mystery regular actuales media MichaelMann ChrisHemsworth
Terminator Genisys,future john change warfare tecom spy reveal new plot skynet Science Fiction  Action  Thriller  Adventure regular actuales media AlanTaylor ArnoldSchwarzenegger
The Woman in Black 2: Angel of Death,marsh house group child evacuated wwii london arrive awakening darkest Thriller  Horror  Drama regular actuales corta TomHarper HelenMcCrory
It Follows,jay escape faced burden teenage seemingly innocent physical encounter turn Horror  Thriller buena actuales corta DavidRobertMitchell MaikaMonroe
Mad Max: Fury Road,story set furthest reach planet stark desert landscape humanity broken Action  Adventure  Science Fiction  Thriller buena actuales media GeorgeMiller TomHardy
Insidious: Chapter 3,family movie revealing mystery otherworldly new tale terror begin teenage Drama  Horror  Thriller buena actuales corta LeighWhannell DermotMulroney
Star Wars: The Force Awakens,year defeating galactic empire han threat evil kylo ren army Action  Adventure  Science Fiction  Fantasy buena actuales media J.J.Abrams DaisyRidley
Ben-Hur,falsely accused nobleman survives year slavery betrayed Adventure  Drama  Action regular actuales media TimurBekmambetov JackHuston
Warcraft,face home open set collision course realm azeroth stand extinction Action  Adventure  Fantasy buena actuales media DuncanJones PaulaPatton
Avengers: Age of Ultron,tony stark try jumpstart dormant peacekeeping program thing earth mightiest Action  Adventure  Science Fiction buena actuales media JossWhedon RobertDowneyJr.
Pirates of the Caribbean: Dead Men Tell No Tales,capt jack deadly trident illfortune man british uneasy alliance allnew Adventure  Action  Fantasy  Comedy buena actuales media JoachimRønning JohnnyDepp
Ant-Man,pym antman suit new generation towering threat seemingly innerhero help Science Fiction  Action  Adventure buena actuales corta PeytonReed PaulRudd
Fantastic Four,form shocking way life irrevocably upended outsider teleport dangerous universe Action  Adventure  Science Fiction regular actuales corta JoshTrank MilesTeller
Deadpool,deadpool nearly destroyed origin force operative turned mercenary wade wilson Action  Adventure  Comedy buena actuales corta TimMiller RyanReynolds
Guardians of the Galaxy Vol. 2,newfound family peter quill true Action  Adventure  Comedy  Science Fiction buena actuales media JamesGunn ChrisPratt
Captain America: Civil War,event age ultron collective government world pas act designed regulate Adventure  Action  Science Fiction buena actuales media AnthonyRusso ChrisEvans
Doctor Strange,career destroyed brilliant arrogant surgeon lease life train defend world Action  Adventure  Fantasy  Science Fiction buena actuales corta ScottDerrickson BenedictCumberbatch
X-Men: Apocalypse,reemergence world plan mutant worlddestroyer apocalypse Science Fiction buena actuales media BryanSinger JamesMcAvoy
Cake,vision member support group killed woman chronic pain seek widower Drama buena actuales corta DanielBarnz JenniferAniston
The Gambler,bennett life highstakes professor ahead pit creditor operator illicit collateral Thriller  Crime  Drama regular actuales corta RupertWyatt MarkWahlberg
Mortdecai,dealer charles mortdecai search stolen code gain access hidden nazi Comedy  Adventure regular actuales corta DavidKoepp JohnnyDepp
Fifty Shades of Grey,christian ana sexually sexual senior anastasia realize path boundary pain rich Drama  Romance  Thriller regular actuales media SamTaylor-Johnson DakotaJohnson
The DUFF,school duff universe turn totally girl charming jock favorite face Romance  Comedy buena actuales corta AriSandel MaeWhitman
Project Almanac,group teen discover secret plan time machine construct thing start Science Fiction  Thriller buena actuales corta DeanIsraelite JonnyWeston
Brooklyn,new york young elli lacey Drama  Romance buena actuales corta JohnCrowley SaoirseRonan
True Story,drama centered relationship journalist michael finkel lived outside u finkels murderer Crime  Drama  Mystery buena actuales corta RupertGoold JonahHill
Dope,dope carefully surviving life tough chance invitation underground party lead Crime  Drama  Comedy buena actuales corta RickFamuyiwa ShameikMoore
Me and Earl and the Dying Girl,anonymously anonymity coasting senior year mother force befriend classmate plague secretly Comedy  Drama buena actuales corta AlfonsoGomez-Rejon ThomasMann
The Loft,men gripped turn realizing tested loyalty questioned fear suspicion run Thriller buena actuales corta ErikVanLooy KarlUrban
The Hateful Eight,bounty hunter seek shelter raging blizzard deception Crime  Drama  Mystery  Western buena actuales media QuentinTarantino SamuelL.Jackson
Wild Card,vega bodyguard lethal skill gambling Thriller  Crime  Drama regular actuales corta SimonWest JasonStatham
Paper Towns,q thought margo window like ninja disconnected path jacobsen spent Drama  Mystery  Romance buena actuales corta JakeSchreier NatWolff
The Wedding Ringer,doug best man socially jimmy try pull budding girl provides Comedy buena actuales corta JeremyGarelick KevinHart
The Boy Next Door,recently cheated married woman fall younger man moved torrid affair Thriller regular actuales corta RobCohen JenniferLopez
Victoria,young spanish woman newly moved berlin night friend reveals dangerous Drama  Romance  Thriller buena actuales media SebastianSchipper LaiaCosta
Crimson Peak,family tragedy aspiring author torn swept away house breathes bleeds Mystery  Thriller  Fantasy  Horror  Drama buena actuales corta GuillermodelToro MiaWasikowska
Hot Tub Time Machine 2,father internet shot unknown assailant jacob nick time machine save Comedy regular actuales corta StevePink RobCorddry
Focus,nicky jess trade time afford femme fatale throw close later Romance  Comedy  Crime  Drama buena actuales corta GlennFicarra WillSmith
The SpongeBob Movie: Sponge Out of Water,city book sandy plankton spongebob patrick beard pirate save transform Animation  Adventure  Comedy  Family regular actuales corta PaulTibbitt TomKenny
Tracers,escape world parkour meeting beautiful mafia new york city bike Action  Crime  Drama regular actuales corta DanielBenmayor MarieAvgeropoulos
The Lazarus Effect,zoe experiment learns revive revived researcher frank ready make work achieved Thriller  Horror regular actuales corta DavidGelb OliviaWilde
Run All Night,jimmy family make police figure exactly loyalty mobster thing sin Action  Crime  Drama  Mystery  Thriller buena actuales corta JaumeCollet-Serra LiamNeeson
Clown,loving father killer clown suit realize Horror regular actuales corta JonWatts PeterStormare
Cinderella,unexpectedly pass away young ella ellas fortune begin change meeting dashing Romance  Fantasy  Family  Drama buena actuales corta KennethBranagh LilyJames
Frozen Fever,elsas icy power anna birthday elsa kristoff determined risk celebration Adventure  Animation  Family buena actuales corta ChrisBuck KristenBell
The Cobbler,life shoe new max heirloom allows step family generation disenchanted Fantasy  Comedy  Drama regular actuales corta TomMcCarthy AdamSandler
Poltergeist,daughter raimi director gil kenan reimagine contemporize classic tale family Horror  Thriller regular actuales corta GilKenan SamRockwell
Pan,yearold peter bleak existence london orphanage hero forever known pan Adventure  Family  Fantasy buena actuales corta JoeWright LeviMiller
While We're Young,uptight documentary filmmaker wife life loosened bit befriending freespirited younger Comedy  Drama  Mystery regular actuales corta NoahBaumbach BenStiller
Insurgent,beatrice prior inner demon continue fight powerful alliance threatens tear Adventure  Science Fiction  Thriller regular actuales corta RobertSchwentke ShaileneWoodley
Big Game,air force stranded wilderness year old president hunting mission prove Action  Adventure  Thriller regular actuales corta JalmariHelander SamuelL.Jackson
Home,boov reorganizing girl tip manages avoid stake trip new human Fantasy  Comedy  Animation  Science Fiction  Family buena actuales corta TimJohnson JimParsons
Midnight Special,father son dad learns child Adventure  Drama  Science Fiction buena actuales corta JeffNichols MichaelShannon
The Gunman,terrier ptsd assassination assassin violent past businessman dealing minister fleeing congo Action  Drama  Crime regular actuales corta PierreMorel SeanPenn
Furious 7,family comatose shaw seek revenge Action buena actuales media JamesWan VinDiesel
Unfriended,video chatting friend girl unfriended teen year Horror  Thriller regular actuales corta LevanGabriadze ShelleyHennig
The Final Girls,famous scream film maniacal woman grieving loss world mom reunited Horror  Comedy buena actuales corta ToddStrauss-Schulson TaissaFarmiga
Child 44,stalinera soviet union disgraced mgb series child murder case begin Crime  Thriller buena actuales media DanielEspinosa TomHardy
Get Hard,james darnell black ticket rich order knowing san quentin learn Comedy buena actuales corta EtanCohen WillFerrell
Shaun the Sheep Movie,shaun green grass flock action bargained mix farmer big city Family  Animation  Comedy  Adventure buena actuales corta MarkBurton JustinFletcher
Woman in Gold,maria altmann octogenarian jewish refugee world rightfully nazi measure justice Drama buena actuales media SimonCurtis HelenMirren
Samba,samba job alice fate life year ago undergone burnout paper Drama  Comedy buena actuales corta EricToledano OmarSy
Tomorrowland,bound shared destiny bright optimistic teen bursting scientific curiosity collective Adventure  Family  Mystery  Science Fiction buena actuales media BradBird BrittRobertson
Paul Blart: Mall Cop 2,blart guard apprehend teenage daughter maya departs college convention inadvertently Action  Comedy  Family regular actuales corta AndyFickman KevinJames
The Longest Ride,"life young couple intertwine crash lost love man Drama  Romance buena actuales media GeorgeTillman,Jr. ScottEastwood"
The Age of Adaline,yearold adaline recovers nearly lethal accident growing older year stretch Fantasy  Drama  Romance buena actuales corta LeeTolandKrieger BlakeLively
